seed,sample,ranking_score
1,0,0.8028288088988241
1,1,0.7994046487521375
1,2,0.7980220969325624
1,3,0.8036040701223846
1,4,0.790242605270967
13,0,0.8149108501169937
13,1,0.8154666632872118
13,2,0.810876760604669
13,3,0.8107539111213492
13,4,0.8188138179081959
17,0,0.8055992067777921
17,1,0.8135931580743703
17,2,0.810536018505375
17,3,0.8128488525231119
17,4,0.8062380628091435
21,0,0.8156713327352563
21,1,0.8182911854082998
21,2,0.8227884171170969
21,3,0.8133512930985911
21,4,0.8200487328156684
42,0,0.820173928849881
42,1,0.817066624901119
42,2,0.815490378825316
42,3,0.8221506981639014
42,4,0.8197534149041578
133,0,0.8255218883841581
133,1,0.8101601332372342
133,2,0.8241767104780305
133,3,0.8229310767918177
133,4,0.8208886079660747
177,0,0.823362007883385
177,1,0.8104545113857381
177,2,0.814021178558372
177,3,0.8196198111505077
177,4,0.8179165760182027
213,0,0.8241420277828173
213,1,0.8223174357264662
213,2,0.8308582789025065
213,3,0.8209883968622138
213,4,0.8258726094014056
315,0,0.8194810133194765
315,1,0.8193756508115244
315,2,0.8178934568038655
315,3,0.8262320731584266
315,4,0.8168013970224904
1001,0,0.8199868401827999
1001,1,0.8365194352446714
1001,2,0.838107766752798
1001,3,0.8376699890149305
1001,4,0.8243435175811853
