tcr_epitope,seed_sample,overall_rmsd,chain_0_rmsd,chain_0_0_aligned_rmsd,chain_0_1_aligned_rmsd,chain_0_2_aligned_rmsd,chain_0_3_aligned_rmsd,chain_1_rmsd,chain_1_0_aligned_rmsd,chain_1_1_aligned_rmsd,chain_1_2_aligned_rmsd,chain_1_3_aligned_rmsd,chain_2_rmsd,chain_2_0_aligned_rmsd,chain_2_1_aligned_rmsd,chain_2_2_aligned_rmsd,chain_2_3_aligned_rmsd,chain_3_rmsd,chain_3_0_aligned_rmsd,chain_3_1_aligned_rmsd,chain_3_2_aligned_rmsd,chain_3_3_aligned_rmsd
mel8_mrp3,seed-1001_sample-0_seed-13_sample-2,1.1511943340301514,0.32714072,0.32775173,0.519639,1.7631404,0.4801346,0.3660213,0.5396678,0.36668795,2.0521579,0.5201225,1.3437665,2.1976058,2.0369372,1.3473885,2.0555196,0.013594929,0.1395041,0.2116366,0.58297676,0.015275446
mel8_mrp3,seed-1001_sample-0_seed-21_sample-3,0.5147892832756042,0.33399436,0.3343405,0.4712152,0.7324263,0.36343724,0.27946943,0.40131566,0.28031018,0.7889488,0.35981652,0.6045167,0.8563751,0.8461379,0.6053015,0.7978402,0.010265525,0.12572147,0.2067724,0.27753252,0.011010464
mel8_mrp3,seed-1001_sample-0_seed-1001_sample-4,0.7500681281089783,0.14090328,0.1409956,0.18702227,0.9829882,0.2200541,0.14827912,0.218728,0.14843278,1.1318401,0.21755175,1.0913746,1.3127784,1.2483771,1.0919423,1.2584243,0.014134877,0.16068223,0.06017528,0.4318091,0.015517175
mel8_mrp3,seed-1001_sample-0_seed-213_sample-3,0.6653551459312439,0.3798538,0.3799959,0.5080004,1.2538205,0.4980568,0.122127794,0.4309066,0.1221916,1.1463194,0.2977949,0.77670944,1.2130723,1.1352693,0.77865505,1.0627513,0.01290763,0.21284883,0.11625533,0.3129277,0.014814624
mel8_mrp3,seed-1001_sample-0_seed-177_sample-1,0.7306579351425171,0.3106434,0.31086662,0.32539734,1.2465463,0.3355815,0.082206674,0.117378995,0.08235092,1.4055853,0.17577398,0.9488215,1.2693399,1.2631665,0.95041114,1.2850118,0.012814941,0.054538988,0.047858838,0.46295813,0.014560238
mel8_mrp3,seed-1001_sample-0_seed-42_sample-2,0.9444023370742798,0.122801624,0.122897886,0.20965847,1.383957,0.19265746,0.19665721,0.25237098,0.19700064,1.455022,0.27657682,1.2399461,1.6594889,1.6230283,1.2426686,1.6085782,0.01668179,0.13096368,0.26574343,0.4929902,0.018064056
mel8_mrp3,seed-1001_sample-0_seed-133_sample-4,0.785305917263031,0.3279945,0.32837576,0.34548616,0.94601744,0.34546193,0.112666555,0.15590096,0.11279431,0.98683125,0.12803148,1.1502146,1.2926452,1.2887022,1.1510894,1.2792356,0.014352479,0.09092495,0.08637127,0.4172841,0.015665809
mel8_mrp3,seed-1001_sample-0_seed-17_sample-3,0.6890939474105835,0.19880964,0.19886275,0.26874352,1.3880308,0.29467916,0.10357677,0.21401818,0.10375959,1.3444518,0.22490719,0.981642,1.1218221,1.1059569,0.9832242,1.1545435,0.016877871,0.120991044,0.12358109,0.43669137,0.01976499
mel8_mrp3,seed-1001_sample-0_seed-13_sample-1,0.4635785222053528,0.30153635,0.3017689,0.30729455,0.90871036,0.36479285,0.0951129,0.11096622,0.09539477,0.98224765,0.21587385,0.5574929,0.81750077,0.8021757,0.5590884,0.86041063,0.018526398,0.1423564,0.100818194,0.27844435,0.019843157
mel8_mrp3,seed-1001_sample-0_seed-1_sample-3,0.8868555426597595,0.21029086,0.21030523,0.23154737,1.1089727,0.2660751,0.174145,0.19720636,0.17435892,1.2260731,0.264564,1.0991775,1.63066,1.5741404,1.1030654,1.5874468,0.008462915,0.032831304,0.05370794,0.39075482,0.010211213
mel8_mrp3,seed-1001_sample-0_seed-21_sample-4,0.5406767129898071,0.108840644,0.10886944,0.16027431,1.3132377,0.21683002,0.12277116,0.18074495,0.12295344,1.232697,0.3112595,0.6731784,0.96154135,0.91603154,0.67413384,1.0549744,0.011702463,0.063957885,0.0799873,0.3841238,0.014265178
mel8_mrp3,seed-1001_sample-0_seed-315_sample-0,0.7112264633178711,0.30845386,0.30875933,0.36303213,1.3062823,0.49933887,0.15378954,0.2372896,0.15400256,1.2811794,0.38879642,0.9084836,1.3496718,1.2113851,0.9108445,1.148164,0.014438601,0.104489595,0.045914542,0.37634104,0.017158233
mel8_mrp3,seed-1001_sample-0_seed-13_sample-4,0.46673643589019775,0.2767243,0.27713105,0.29155302,0.8572298,0.34789735,0.07162997,0.106663264,0.071888305,0.90434414,0.19762021,0.60732055,0.81534594,0.7722509,0.6088034,0.8680253,0.014036706,0.12149243,0.06643896,0.24588709,0.016816493
mel8_mrp3,seed-1001_sample-0_seed-213_sample-0,0.5207396149635315,0.16534293,0.16541585,0.24882394,0.83446276,0.3572632,0.09764601,0.22741151,0.097742535,0.6455474,0.32028255,0.70749074,0.9448197,0.8804719,0.7095393,0.8462281,0.013329273,0.11632153,0.06600635,0.28068942,0.014445823
mel8_mrp3,seed-177_sample-2_seed-21_sample-0,0.6675378084182739,0.2090221,0.20913023,0.25456885,1.4290229,0.5728755,0.065474354,0.17772335,0.06572306,1.3823247,0.5557303,0.8292296,1.3833222,1.3411252,0.8296474,0.9893163,0.014448505,0.24478517,0.19808717,0.31021434,0.014981556
mel8_mrp3,seed-177_sample-2_seed-1_sample-2,0.6296343803405762,0.28372985,0.28384966,0.2910903,0.92356145,0.59774816,0.12267583,0.13840303,0.122816324,0.97524005,0.5498855,0.6360475,1.3950081,1.3306822,0.63728917,1.0587839,0.010139334,0.23181698,0.20248152,0.2522827,0.010707801
mel8_mrp3,seed-177_sample-2_seed-213_sample-4,0.9187832474708557,0.32330889,0.32344508,0.38767666,1.8835872,0.47942922,0.4253413,0.48935315,0.42604265,1.3796608,0.61662334,0.91239506,1.7852466,1.7963356,0.915955,1.7116468,0.009045731,0.18200296,0.31996837,0.4096097,0.010270895
mel8_mrp3,seed-177_sample-2_seed-1_sample-1,0.8430135846138,0.29007706,0.29028672,0.29880312,1.2086805,0.35214305,0.13679843,0.14896908,0.13701376,1.0542154,0.18285887,1.0091153,1.5909544,1.5413576,1.0115498,1.4994739,0.017919324,0.20676604,0.14416605,0.42893338,0.018220393
mel8_mrp3,seed-177_sample-2_seed-42_sample-3,0.7649021744728088,0.3446763,0.34478953,0.3645677,2.1297846,1.0761031,0.19203368,0.22834806,0.19253165,2.0690677,1.0695509,0.6004979,1.8336731,1.8354187,0.60169834,0.8745676,0.022973102,0.36011934,0.31428403,0.30711633,0.023184279
mel8_mrp3,seed-177_sample-2_seed-315_sample-4,0.646669328212738,0.26915118,0.269323,0.29300904,1.4824061,0.3331728,0.25949183,0.2793522,0.26002762,1.4091105,0.2919734,0.74868786,1.1980916,1.1172003,0.7494591,1.052873,0.012870634,0.2308845,0.17688599,0.46762174,0.013179172
mel8_mrp3,seed-177_sample-2_seed-42_sample-0,0.8713405728340149,0.090325356,0.09040613,0.16202274,1.1993176,0.4902759,0.33767182,0.3803881,0.3380645,1.4764948,0.58328146,1.0281423,1.6831312,1.6659645,1.0302371,1.512718,0.0102794515,0.09600786,0.1513547,0.4795633,0.012371156
mel8_mrp3,seed-177_sample-2_seed-213_sample-2,0.5124105215072632,0.061589684,0.061684586,0.09997941,0.6386924,0.33211467,0.08114664,0.104979284,0.08121698,0.7616989,0.33384916,0.6215239,0.9927525,1.0074077,0.6225938,0.88953197,0.009397353,0.12313035,0.19265412,0.30620438,0.010150584
mel8_mrp3,seed-177_sample-2_seed-177_sample-0,0.6505091190338135,0.27415782,0.27431,0.30535388,1.6665545,0.39251518,0.20063096,0.2291267,0.20103404,1.3412653,0.32634282,0.5913728,1.3128029,1.2729299,0.5926388,1.103279,0.013131044,0.19172497,0.15709631,0.37368244,0.015961293
mel8_mrp3,seed-177_sample-2_seed-1_sample-0,0.8337755799293518,0.27420104,0.27445117,0.30558163,1.496613,0.424566,0.23859519,0.27152994,0.23892573,1.7401407,0.388,0.9446318,1.636134,1.5262443,0.94579273,1.4062234,0.01611772,0.19111726,0.16532242,0.5674003,0.03316309
mel8_mrp3,seed-177_sample-2_seed-177_sample-3,0.6201531291007996,0.09307711,0.093215235,0.120084085,0.88438725,0.288767,0.07365931,0.120152414,0.073717654,0.9154877,0.30156374,0.7472785,1.2099984,1.2354193,0.7495015,1.0815722,0.0076894606,0.083244056,0.19200447,0.31854594,0.008697773
mel8_mrp3,seed-177_sample-2_seed-17_sample-0,0.3872065246105194,0.21396264,0.21424301,0.25036588,0.83815295,0.31879133,0.12718366,0.17857617,0.12755288,0.69807714,0.32394868,0.45508918,0.6988652,0.6312314,0.45614776,0.6876969,0.014645182,0.14293382,0.11448821,0.25851724,0.015776534
mel8_mrp3,seed-177_sample-2_seed-42_sample-1,0.7717651128768921,0.1542786,0.15432926,0.25105673,2.0839295,0.53606206,0.29444128,0.36057273,0.29512012,1.986806,0.56832147,0.76571894,1.5282022,1.4742851,0.76672745,1.1804742,0.015229366,0.14849705,0.19561478,0.5393559,0.015299836
mel8_mrp3,seed-177_sample-2_seed-133_sample-2,0.4154936969280243,0.32943282,0.3296628,0.378528,1.0741249,0.44438607,0.055253305,0.25011614,0.055409577,0.84924394,0.24362943,0.34154806,1.019186,0.69947636,0.34196332,0.61501604,0.011026943,0.33508176,0.08420267,0.19156642,0.011960294
mel8_mrp3,seed-177_sample-2_seed-13_sample-3,1.0113580226898193,0.33094746,0.3310437,0.35817876,2.416057,0.55128586,0.113789424,0.17567508,0.113917336,1.9587983,0.49065727,1.1601137,2.088474,1.9008384,1.1619887,1.8148791,0.013657917,0.27699974,0.13589647,0.48421946,0.014119204
mel8_mrp3,seed-177_sample-2_seed-213_sample-1,0.827143132686615,0.2601639,0.26047575,0.26593247,1.6227717,0.52515393,0.12635918,0.13713719,0.1265364,1.7570374,0.4749031,1.007176,1.7221626,1.7141454,1.00842,1.3150604,0.0101205055,0.2542065,0.24317391,0.33324957,0.027666528
mel8_mrp3,seed-177_sample-2_seed-1001_sample-3,0.6512812376022339,0.29326904,0.293402,0.32027248,1.7505579,0.39809245,0.17307569,0.19846696,0.17362481,1.6397817,0.3236525,0.64003533,1.3133596,1.2356442,0.641199,1.035482,0.017702468,0.16598967,0.119381525,0.40459102,0.018519515
mel8_mrp3,seed-177_sample-2_seed-17_sample-1,0.4219536781311035,0.39828315,0.39839256,0.4834505,0.748895,0.5880934,0.15531369,0.35392672,0.15557712,0.4111036,0.39407864,0.36321375,0.9104089,0.5986766,0.36369014,0.65212506,0.009814331,0.3423221,0.14039439,0.13002747,0.024390439
mel8_mrp3,seed-177_sample-2_seed-1_sample-4,0.6742767095565796,0.3475452,0.34769517,0.40509218,0.96429735,0.6132007,0.21045206,0.2868189,0.21076994,0.72158146,0.4891839,0.8481194,1.3944921,1.2700286,0.84860396,1.0520188,0.017667416,0.327877,0.23468083,0.16790004,0.017765801
mel8_mrp3,seed-177_sample-2_seed-133_sample-0,0.3664247691631317,0.21747194,0.21753874,0.2756021,0.40561038,0.23669313,0.10493097,0.19653754,0.10496176,0.4193003,0.15650536,0.4621771,0.5595349,0.68849283,0.46288756,0.58403677,0.0058430764,0.06954067,0.07926266,0.10871397,0.006488094
mel8_mrp3,seed-177_sample-2_seed-42_sample-4,0.9928916096687317,0.29247588,0.292622,0.3025428,1.396882,0.69612944,0.18775359,0.21558861,0.18807046,1.5472333,0.6866887,1.0431085,2.0858479,2.134423,1.0455734,1.7563304,0.006529107,0.22851202,0.30246577,0.4097612,0.024800971
mel8_mrp3,seed-177_sample-2_seed-133_sample-3,0.5905032753944397,0.255054,0.25528395,0.25780597,1.4624276,0.31702983,0.08376693,0.09112837,0.08394495,1.566804,0.22765541,0.61494046,1.1604695,1.1817691,0.6162501,0.9631287,0.01119006,0.15511478,0.15792392,0.39175808,0.011650329
mel8_mrp3,seed-177_sample-2_seed-177_sample-4,0.3996742069721222,0.33358225,0.33379868,0.37491173,0.87901294,0.52205247,0.11847091,0.23239358,0.118641615,0.87394553,0.3885784,0.43703192,0.8312924,0.69417477,0.43726066,0.52810526,0.0068568317,0.29216057,0.0881914,0.18606497,0.009004631
mel8_mrp3,seed-177_sample-2_seed-1001_sample-2,0.5732676386833191,0.268782,0.26897046,0.2846328,0.77177906,0.6128282,0.15402266,0.17715602,0.15427315,0.7364487,0.5951524,0.72663003,1.1116126,1.0553011,0.7275678,0.8652855,0.023058046,0.1852769,0.17283165,0.22350395,0.023446498
mel8_mrp3,seed-177_sample-2_seed-13_sample-0,0.3652632534503937,0.2932504,0.29342714,0.32648674,0.36750707,0.39841157,0.1981075,0.2505461,0.198518,0.30798313,0.26569444,0.46162972,0.5092145,0.5933355,0.46210033,0.6414935,0.016209172,0.14505014,0.11655047,0.12916042,0.016346492
mel8_mrp3,seed-177_sample-2_seed-17_sample-2,0.3975420594215393,0.29900002,0.29927796,0.32378548,0.99980235,0.8052265,0.15762672,0.19844662,0.15779477,0.8819702,0.7311395,0.30140847,0.93930227,0.8170125,0.3021578,0.39023188,0.008987559,0.23393318,0.14281288,0.121779345,0.010778625
mel8_mrp3,seed-177_sample-2_seed-315_sample-2,0.4151936173439026,0.321424,0.3215548,0.3724148,0.8854893,0.5184238,0.13848715,0.21520868,0.13891584,0.9028769,0.37233502,0.39994115,0.9428383,0.7462732,0.40042192,0.5472125,0.012118822,0.30935636,0.12461161,0.22052278,0.012542129
mel8_mrp3,seed-177_sample-2_seed-13_sample-2,0.6383799314498901,0.20677863,0.20722161,0.29939398,0.8035634,0.2535372,0.31267717,0.38907963,0.31298232,0.91733694,0.41733092,0.75148433,1.190082,1.0942295,0.7527474,1.2693372,0.011583694,0.08252747,0.13817434,0.30734423,0.0118643
mel8_mrp3,seed-177_sample-2_seed-21_sample-3,0.5582928657531738,0.132011,0.13214825,0.22007784,1.0115756,0.3710699,0.22705385,0.28023157,0.22750096,1.0831262,0.44377676,0.73027265,0.9951909,1.0561105,0.73123866,0.8835705,0.00972158,0.10781384,0.14186154,0.28528908,0.012175546
mel8_mrp3,seed-177_sample-2_seed-1001_sample-4,0.8171910643577576,0.29952663,0.29977578,0.3260779,0.6507045,0.5652685,0.15868215,0.1898178,0.15885575,0.46053043,0.49189162,1.1993985,1.5826287,1.4603664,1.2004671,1.2942472,0.022241198,0.26843768,0.149569,0.35795647,0.022802709
mel8_mrp3,seed-177_sample-2_seed-213_sample-3,0.32648491859436035,0.37716308,0.37730354,0.44261277,0.6347862,0.43772408,0.16808234,0.3108671,0.16839103,0.5390817,0.24525477,0.2736707,0.6232512,0.49491185,0.27388927,0.3363533,0.0071762395,0.28161067,0.13118218,0.10025046,0.008339183
mel8_mrp3,seed-177_sample-2_seed-177_sample-1,0.29091933369636536,0.23891361,0.23907934,0.2613809,0.36980173,0.37972212,0.09118564,0.13987312,0.091256194,0.2338101,0.25488195,0.37113088,0.5508725,0.44464034,0.3713761,0.4160367,0.005760891,0.17077401,0.088551104,0.15104221,0.0062694578
mel8_mrp3,seed-177_sample-2_seed-42_sample-2,0.6805408000946045,0.2845314,0.28466803,0.28813928,1.002711,0.38510954,0.16133887,0.17091939,0.1615012,0.8906424,0.30958325,0.9195834,1.2755442,1.2731906,0.9202214,1.078623,0.017935282,0.2539734,0.26550654,0.24490087,0.018179307
mel8_mrp3,seed-177_sample-2_seed-133_sample-4,0.8420314788818359,0.1660302,0.1662185,0.20298788,0.67450035,0.43836516,0.14425288,0.18187366,0.14471643,0.67507064,0.4002573,1.2451785,1.6700282,1.6197059,1.2459168,1.3873398,0.013619458,0.20129271,0.16385096,0.2517323,0.014688946
mel8_mrp3,seed-177_sample-2_seed-17_sample-3,0.6677581071853638,0.29455844,0.2947026,0.30264083,1.3085175,0.35794568,0.12949318,0.14264826,0.12976581,1.4909251,0.23224708,0.7802691,1.347951,1.3163203,0.7807383,1.1371539,0.010773215,0.23526058,0.15489562,0.3106155,0.011367298
mel8_mrp3,seed-177_sample-2_seed-13_sample-1,0.42992547154426575,0.15039763,0.15048563,0.20973797,0.5769123,0.5118914,0.16901714,0.22974075,0.16963118,0.5965175,0.48598382,0.50318176,0.9406791,0.8418452,0.503419,0.63658744,0.020278668,0.14892165,0.14754285,0.12324992,0.020690981
mel8_mrp3,seed-177_sample-2_seed-1_sample-3,0.5522995591163635,0.19082293,0.19114792,0.23157401,0.9701314,0.30451936,0.23185715,0.25809684,0.23232235,0.7645496,0.32185623,0.61370575,1.0453526,1.0483459,0.6153654,0.9669572,0.015316784,0.14315009,0.15669616,0.2140071,0.015838878
mel8_mrp3,seed-177_sample-2_seed-21_sample-4,0.6702165007591248,0.29959354,0.29984114,0.3125658,1.0590353,0.6084882,0.13689531,0.1510212,0.13707247,0.68339276,0.5742335,0.78977877,1.3284013,1.2388359,0.7917968,1.1376715,0.019711087,0.21590056,0.12688863,0.33186102,0.020087615
mel8_mrp3,seed-177_sample-2_seed-315_sample-0,0.35288822650909424,0.1471895,0.14725147,0.16954446,0.6771708,0.19175169,0.20509878,0.21720257,0.20562032,0.7434648,0.23218882,0.43924248,0.5663293,0.616827,0.4397066,0.5382422,0.013903589,0.078981385,0.11722124,0.2123788,0.014106608
mel8_mrp3,seed-177_sample-2_seed-13_sample-4,0.44340014457702637,0.182871,0.18298133,0.2267033,0.73779947,0.5147591,0.11423411,0.18782562,0.11464392,0.8053166,0.44463596,0.45670015,1.005674,0.8975579,0.45715564,0.67221767,0.014488054,0.16565669,0.14228542,0.18129304,0.014700512
mel8_mrp3,seed-177_sample-2_seed-213_sample-0,0.6021313071250916,0.30480558,0.3049689,0.32449454,1.277877,0.35756552,0.11173501,0.15663874,0.11185223,1.3373841,0.21972375,0.71127933,1.1542654,1.0441996,0.71219116,0.98783934,0.006709205,0.22068723,0.069455765,0.4467723,0.007623658
mel8_mrp3,seed-21_sample-0_seed-1_sample-2,0.7441807389259338,0.3404159,0.34063447,0.40145686,1.7501763,0.4092683,0.13937421,0.28389248,0.13962117,1.5133284,0.25916028,0.7493237,1.4889634,1.4023056,0.7502749,1.3037869,0.009775385,0.069267035,0.06176205,0.2989216,0.011281093
mel8_mrp3,seed-21_sample-0_seed-213_sample-4,0.867484450340271,0.37964752,0.37987334,0.40776792,0.94950426,0.55742365,0.40718013,0.4312244,0.40773273,0.966238,0.52230036,1.0935005,1.4385445,1.5423386,1.096627,1.5233775,0.01940388,0.101231284,0.20798078,0.3043461,0.020216627
mel8_mrp3,seed-21_sample-0_seed-1_sample-1,0.8466723561286926,0.33447132,0.33481064,0.39046705,1.7949497,0.7262854,0.14003861,0.26600206,0.14029825,1.2787136,0.63411254,0.89454234,1.6880734,1.5969104,0.896142,1.4911965,0.01034419,0.115916185,0.077924855,0.27979684,0.011105013
mel8_mrp3,seed-21_sample-0_seed-42_sample-3,0.5681377053260803,0.28928143,0.28944966,0.30859694,1.1451294,0.56212217,0.21436296,0.24656951,0.21486449,1.1474777,0.5511193,0.7134876,1.0172763,1.0894214,0.71415645,0.78623015,0.01213062,0.1105298,0.14785556,0.24654056,0.012709602
mel8_mrp3,seed-21_sample-0_seed-315_sample-4,0.42425695061683655,0.30623382,0.3065381,0.38021404,0.33633244,0.5853768,0.2793801,0.3751887,0.279977,0.364618,0.55921715,0.544828,0.65088916,0.7126916,0.5456925,0.58169377,0.0074500903,0.08641102,0.15047643,0.15799083,0.009249723
mel8_mrp3,seed-21_sample-0_seed-42_sample-0,0.7437276244163513,0.1863792,0.1865026,0.30727634,1.1946522,0.26725003,0.34468362,0.46735477,0.3451397,1.0926822,0.42372286,0.8185055,1.5165458,1.3951687,0.81999385,1.3420203,0.011637085,0.2761868,0.19952394,0.2828592,0.013852053
mel8_mrp3,seed-21_sample-0_seed-213_sample-2,0.7993330955505371,0.19819929,0.19828936,0.23808694,1.4801044,0.30970705,0.07275365,0.15691236,0.07281307,1.706332,0.29246756,1.0540578,1.440536,1.4226981,1.0552862,1.2863013,0.013257533,0.13077426,0.088880874,0.50619596,0.014613178
mel8_mrp3,seed-21_sample-0_seed-177_sample-0,0.5763987898826599,0.36306208,0.36330903,0.45180544,0.51618797,0.462686,0.22493468,0.36247417,0.22540392,0.58804893,0.4301355,0.7514932,0.88274324,0.9855751,0.7524882,0.8980127,0.016544018,0.09622216,0.17249236,0.17664923,0.019105447
mel8_mrp3,seed-21_sample-0_seed-1_sample-0,0.6359366178512573,0.33750528,0.33782238,0.43237677,0.9200634,0.44286928,0.2611279,0.39882806,0.26146227,0.8107663,0.4364776,0.7254213,1.1924547,1.0621581,0.725985,1.0923728,0.01682127,0.10552847,0.12613837,0.33572945,0.032817416
mel8_mrp3,seed-21_sample-0_seed-177_sample-3,0.6313744187355042,0.25520754,0.25528276,0.31581357,1.3217828,0.3849004,0.06977659,0.25972092,0.0699607,0.95076936,0.29336703,0.6924827,1.2832257,1.1069055,0.6939833,1.1088357,0.016928649,0.17327769,0.03795779,0.23293957,0.01748747
mel8_mrp3,seed-21_sample-0_seed-17_sample-0,0.505894124507904,0.094678245,0.09480019,0.12527233,0.7619086,0.5622145,0.13530782,0.16445886,0.13583705,0.8478386,0.550788,0.69513583,1.0035975,1.0426177,0.6958239,0.7505053,0.008389348,0.14800037,0.1730349,0.15615706,0.010076737
mel8_mrp3,seed-21_sample-0_seed-42_sample-1,0.5131077766418457,0.24351354,0.24365364,0.39834297,0.7020514,0.31045774,0.31458223,0.4789644,0.31532586,0.6727887,0.39880404,0.66807073,0.74977326,0.8341505,0.668746,0.7470467,0.0069877123,0.1411492,0.21754664,0.2407653,0.0075127985
mel8_mrp3,seed-21_sample-0_seed-133_sample-2,0.4831513464450836,0.26871082,0.26907286,0.29675534,0.64507735,0.4227319,0.06900096,0.13418534,0.06936629,0.72449905,0.3638946,0.65794384,0.7850808,0.9234969,0.6585524,0.73015624,0.006160863,0.08088129,0.16738269,0.16567555,0.0073650945
mel8_mrp3,seed-21_sample-0_seed-13_sample-3,0.7849077582359314,0.31846282,0.31870258,0.3579765,1.092029,0.4882701,0.12041693,0.18958393,0.12060344,0.83011657,0.3882635,1.100206,1.2875278,1.3086728,1.1018182,1.4387465,0.009954234,0.09182328,0.17397952,0.31661576,0.01119244
mel8_mrp3,seed-21_sample-0_seed-213_sample-1,0.4562309980392456,0.3414153,0.3418304,0.40071708,0.665473,0.36873263,0.15394162,0.28481477,0.15408805,0.5812042,0.238484,0.52414924,0.7949197,0.7126431,0.5251157,0.7687941,0.017945914,0.10648094,0.060132135,0.13392745,0.03089601
mel8_mrp3,seed-21_sample-0_seed-1001_sample-3,0.5292348861694336,0.3347109,0.3349226,0.40762812,0.5909284,0.46018222,0.1982059,0.29043838,0.19882518,0.55264467,0.3931973,0.7509198,0.790603,0.8270118,0.75155365,0.8314476,0.0114761675,0.11283536,0.20202015,0.24895404,0.013250123
mel8_mrp3,seed-21_sample-0_seed-17_sample-1,0.6668702363967896,0.29175863,0.29196033,0.36293027,1.2075062,0.45536008,0.17141375,0.2562768,0.17191589,1.4053155,0.49566945,0.80997866,1.159592,1.4060032,0.8106232,1.0337747,0.00960314,0.08517553,0.2951467,0.28271043,0.023141446
mel8_mrp3,seed-21_sample-0_seed-1_sample-4,0.6574754118919373,0.38017267,0.3804026,0.4957939,0.73994404,0.45223147,0.21981356,0.40569597,0.22017731,1.027689,0.33524072,0.8938048,0.95213366,1.0898947,0.89452606,1.0015316,0.007307925,0.13605878,0.20409526,0.3379981,0.00809191
mel8_mrp3,seed-21_sample-0_seed-133_sample-0,0.6951363682746887,0.115263276,0.11534682,0.12038058,1.6724567,0.5855015,0.1092644,0.11189311,0.10948208,1.5285249,0.60097677,0.78772485,1.4598454,1.4684784,0.78819096,1.0874505,0.011608367,0.24176247,0.23876911,0.3208272,0.0119365705
mel8_mrp3,seed-21_sample-0_seed-42_sample-4,0.9207934737205505,0.37172073,0.37195253,0.43154353,1.7992841,0.40115568,0.2133161,0.3478699,0.2136802,1.5485547,0.28831652,0.9168385,1.7860605,1.7221786,0.918876,1.7279205,0.011168733,0.09504223,0.1398399,0.38959023,0.025416598
mel8_mrp3,seed-21_sample-0_seed-133_sample-3,0.5473240613937378,0.3309227,0.33124515,0.36737302,0.78839,0.5732196,0.09690028,0.21439312,0.09713982,0.76894385,0.39898825,0.7647469,0.9088768,0.8456417,0.7652368,0.90858793,0.0066949753,0.14228208,0.050636478,0.2850793,0.00823254
mel8_mrp3,seed-21_sample-0_seed-177_sample-4,0.7259986996650696,0.2955834,0.29593906,0.34001097,1.6621761,0.35381696,0.14403102,0.18417805,0.14430936,1.5820726,0.28762233,0.9277929,1.2448086,1.364653,0.92812765,1.1745416,0.01577685,0.05111891,0.20687899,0.4111258,0.017506337
mel8_mrp3,seed-21_sample-0_seed-1001_sample-2,0.5461544394493103,0.3745187,0.37478617,0.44851485,1.3645954,0.42271894,0.1775955,0.32474437,0.17791508,0.92359513,0.19371931,0.497812,1.0589167,0.9099548,0.49889708,0.90728426,0.012710327,0.120100304,0.0924185,0.24057047,0.013150925
mel8_mrp3,seed-21_sample-0_seed-13_sample-0,0.6595479249954224,0.20566544,0.2057702,0.23109317,1.5295086,0.5116027,0.22302279,0.24432102,0.22351997,1.3651958,0.586916,0.79059565,1.2740269,1.2775197,0.7910158,1.1147715,0.011591924,0.16306007,0.20700657,0.33439884,0.0125231
mel8_mrp3,seed-21_sample-0_seed-17_sample-2,0.62400221824646,0.41888016,0.41921777,0.49888423,1.0165236,0.47796384,0.14570016,0.31413278,0.14584428,1.0828707,0.27636927,0.84048074,0.96608573,0.9950636,0.8411354,0.97917265,0.0099014,0.11503327,0.09796894,0.32046604,0.01060162
mel8_mrp3,seed-21_sample-0_seed-315_sample-2,0.4805012345314026,0.30242625,0.30269337,0.38953826,0.9653781,0.3723441,0.16908173,0.24407396,0.16959403,0.8783186,0.35339198,0.5820426,0.8026382,0.96163505,0.5822943,0.7390631,0.008366582,0.044452883,0.2147032,0.19019216,0.008597722
mel8_mrp3,seed-21_sample-0_seed-13_sample-2,0.8724372386932373,0.15406589,0.15437834,0.1847974,1.6341399,0.5771583,0.29062033,0.30688235,0.29078975,1.9533409,0.5697938,1.0412312,1.6894972,1.6694696,1.0428466,1.4553106,0.007627197,0.23317076,0.16716178,0.48796126,0.0083926115
mel8_mrp3,seed-21_sample-0_seed-21_sample-3,0.5101729035377502,0.15406589,0.15411244,0.1901626,0.90480286,0.2675654,0.19065586,0.22034052,0.19112274,0.7575562,0.2939198,0.6576642,0.90224946,0.904458,0.6586978,0.7873238,0.013934421,0.20295066,0.16353951,0.27997082,0.015959859
mel8_mrp3,seed-21_sample-0_seed-1001_sample-4,0.8276419639587402,0.34776008,0.3481093,0.42258513,1.443811,0.39335656,0.16700692,0.27652735,0.16721809,1.2450383,0.26838878,1.124768,1.4570292,1.4631313,1.1256031,1.3268048,0.011952423,0.14260752,0.21013041,0.41517487,0.01359979
mel8_mrp3,seed-21_sample-0_seed-213_sample-3,0.6195961236953735,0.26308528,0.26326612,0.3209326,1.3246633,0.53539824,0.1948602,0.23794599,0.19533153,1.2821327,0.53658265,0.77139676,1.0727186,1.2981696,0.77166194,0.9084577,0.01062166,0.086415395,0.27372682,0.26848304,0.012503544
mel8_mrp3,seed-21_sample-0_seed-177_sample-1,0.7636699080467224,0.3177612,0.31795445,0.38839144,1.5804795,0.45501307,0.11893745,0.2800539,0.11915104,1.4702485,0.34093615,0.9929681,1.3451525,1.3652452,0.99352944,1.2065718,0.014842465,0.12581687,0.14199407,0.4331822,0.015280968
