,tcr_epitope,seed_sample,overall_rmsd,chain_0_rmsd,chain_0_0_aligned_rmsd,chain_0_1_aligned_rmsd,chain_0_2_aligned_rmsd,chain_0_3_aligned_rmsd,chain_1_rmsd,chain_1_0_aligned_rmsd,chain_1_1_aligned_rmsd,chain_1_2_aligned_rmsd,chain_1_3_aligned_rmsd,chain_2_rmsd,chain_2_0_aligned_rmsd,chain_2_1_aligned_rmsd,chain_2_2_aligned_rmsd,chain_2_3_aligned_rmsd,chain_3_rmsd,chain_3_0_aligned_rmsd,chain_3_1_aligned_rmsd,chain_3_2_aligned_rmsd,chain_3_3_aligned_rmsd,peptide,Ensemble Pairwise RMSD (Å)
0,row_6333,seed-13_sample-2_seed-315_sample-3,4.548709392547607,0.30132848,0.3013616,0.344139,11.06584,11.823029,0.27080166,0.32752886,0.27144992,10.113223,11.709731,2.4344637,8.395103,8.394446,2.4379954,3.57619,0.027180502,1.7156605,1.7744813,1.4538002,0.030306015,M5K,0.30306015
1,row_6333,seed-13_sample-2_seed-42_sample-2,3.5472586154937744,0.26817986,0.26822653,0.33153054,8.871931,11.143143,0.20519264,0.33029696,0.20574848,8.823079,11.413285,2.2855794,7.46602,7.402658,2.2890186,3.6501787,0.02431621,3.549273,3.8229942,1.4192156,0.028179182,M5K,0.28179182
2,row_6333,seed-13_sample-2_seed-315_sample-2,4.4706711769104,0.21470621,0.21473251,0.2702076,11.341253,11.793159,0.16069779,0.24044365,0.1610004,10.569754,11.645392,2.1620574,8.271966,8.325576,2.16462,3.0347126,0.021792885,1.7129618,1.7813864,1.198284,0.02654546,M5K,0.2654546
3,row_6333,seed-13_sample-2_seed-21_sample-4,3.3053829669952397,0.41503945,0.41513973,0.5128554,8.161805,11.147526,0.18812479,0.39874732,0.1883678,8.488574,12.028352,2.323413,6.877516,6.6384497,2.3277843,3.9045372,0.026226154,4.511149,4.519535,1.6712762,0.02906491,M5K,0.2906491
4,row_6333,seed-13_sample-2_seed-177_sample-4,3.4103918075561523,0.22864446,0.22875449,0.26489413,8.707679,10.953865,0.13396528,0.20056652,0.13428201,8.680717,11.235034,1.8841757,7.1481743,7.0626993,1.8873827,3.2129636,0.033941694,3.668037,3.640712,1.3661811,0.035472408,M5K,0.35472408
5,row_6333,seed-13_sample-2_seed-13_sample-4,0.8281636238098145,0.19091256,0.19093381,0.23756367,2.063129,0.25416392,0.22008878,0.2724767,0.2202672,2.0964499,0.31215915,0.9240068,1.4939737,1.4386853,0.92558944,1.4514977,0.017475346,0.20334503,0.16730891,0.6437255,0.022907952,M5K,0.22907951999999998
6,row_6333,seed-13_sample-2_seed-21_sample-2,3.431668996810913,0.35134336,0.3514039,0.4840637,9.265129,11.077006,0.25058526,0.37998027,0.25102887,9.2685795,11.435076,1.7366707,7.1388454,6.9482923,1.7399497,3.157966,0.026017241,3.602554,3.7612975,1.1294647,0.028518904,M5K,0.28518904
7,row_6333,seed-13_sample-2_seed-133_sample-4,3.531836986541748,0.3565833,0.3566525,0.3743815,9.172285,11.08204,0.06894675,0.13829091,0.06907114,8.979874,11.18217,2.062816,7.4707856,7.405042,2.0657544,3.4464436,0.025837416,3.4711711,3.5393014,1.2888358,0.028537327,M5K,0.28537327
8,row_6333,seed-13_sample-2_seed-1_sample-0,3.0415968894958496,0.31480378,0.3149632,0.42791897,7.409531,10.844517,0.15338606,0.3263545,0.15362467,7.1657085,11.007346,2.108754,6.326351,6.0990973,2.1133747,3.7366734,0.027359247,3.4361644,3.5895283,1.7227789,0.02971287,M5K,0.29712869999999997
9,row_6333,seed-13_sample-2_seed-133_sample-3,3.3012783527374268,0.78990966,0.78995186,0.8817895,7.695572,11.221168,0.18003014,0.4233072,0.18021163,7.8641653,11.895047,2.5033164,6.702419,6.4550824,2.5081842,4.098525,0.0235997,3.9342828,4.2327685,1.9750661,0.027882708,M5K,0.27882708
10,row_6333,seed-13_sample-2_seed-42_sample-1,3.297081708908081,0.44939235,0.44942802,0.52577066,7.9675417,11.171688,0.13840656,0.3449938,0.13867599,7.9642835,11.718755,2.2255714,6.7717166,6.602074,2.2294888,3.7438269,0.025010087,4.0659547,4.2524967,1.7749285,0.028207146,M5K,0.28207146
11,row_6333,seed-13_sample-2_seed-213_sample-3,0.7643769383430481,0.19947544,0.19948299,0.2280408,1.9975611,0.2957262,0.09954376,0.1667572,0.09986184,1.8340099,0.24589545,0.8564681,1.4743729,1.3587646,0.85800785,1.4637386,0.018691247,0.1213791,0.1260071,0.5097276,0.02424642,M5K,0.24246420000000002
12,row_6333,seed-13_sample-2_seed-177_sample-2,4.392804145812988,0.12342326,0.12346646,0.12583056,11.156414,11.751543,0.2230461,0.22409974,0.22320232,10.2380085,11.694391,2.3712158,8.256435,8.258298,2.3757699,3.5106566,0.026947541,1.7232486,1.7155362,1.5244828,0.029340053,M5K,0.29340053
13,row_6333,seed-13_sample-2_seed-213_sample-0,0.995013952255249,0.12263823,0.12265369,0.13664116,2.586505,0.15641351,0.17824522,0.19130304,0.17873813,2.6415699,0.19677025,1.0970193,1.8101212,1.8394846,1.0989556,1.7908889,0.01914771,0.0830269,0.13206689,0.79496133,0.024085848,M5K,0.24085847999999999
14,row_6333,seed-13_sample-2_seed-315_sample-0,3.3268070220947266,0.677435,0.6774802,0.776433,8.718903,11.182701,0.14435574,0.40083086,0.14440809,8.986237,11.814873,2.1533961,6.915596,6.620277,2.1573203,3.6801896,0.025718207,4.1990776,4.396872,1.5539569,0.029582644,M5K,0.29582644
15,row_6333,seed-13_sample-2_seed-21_sample-1,3.1248345375061035,0.3259634,0.32603025,0.42389372,7.7064056,10.662074,0.12858395,0.36651912,0.12877981,7.8305097,11.087983,2.3921041,6.5847406,6.3809543,2.397144,3.7778149,0.022660553,3.850927,4.021526,1.7549165,0.028684298,M5K,0.28684298
16,row_6333,seed-13_sample-2_seed-17_sample-1,0.574916660785675,0.55120033,0.5513572,0.68490875,1.2136899,0.7251556,0.20138445,0.5668279,0.20148782,1.0575364,0.42262277,0.5318716,1.0187519,0.8320009,0.5326752,0.8483933,0.018316152,0.31246004,0.27903464,0.37519085,0.02218592,M5K,0.2218592
17,row_6333,seed-13_sample-2_seed-17_sample-3,0.6739334464073181,0.24497001,0.24505976,0.3155279,1.4330776,0.33177954,0.14054658,0.30593845,0.14061348,1.5667977,0.18451717,0.8235086,1.2771686,1.1647013,0.8248209,1.2348065,0.0176863,0.24109685,0.10774771,0.3746869,0.02241273,M5K,0.22412729999999997
18,row_6333,seed-13_sample-2_seed-21_sample-3,3.754948616027832,0.1459641,0.14608166,0.16890563,9.851206,10.883383,0.25571528,0.26814255,0.25587422,9.747497,10.889903,1.3606712,7.5023317,7.468652,1.3621852,2.0404575,0.019623265,3.2946162,3.3408787,0.820397,0.02638268,M5K,0.2638268
19,row_6333,seed-13_sample-2_seed-21_sample-0,3.5703835487365723,0.518371,0.51843464,0.5572536,9.624274,11.296815,0.15474069,0.26191577,0.15522677,9.987635,11.935738,1.81569,7.3569565,7.258083,1.8185949,3.4344876,0.02992314,4.078871,4.1682425,1.191357,0.031401973,M5K,0.31401973
20,row_6333,seed-13_sample-2_seed-1001_sample-4,3.847784996032715,0.42486075,0.42490998,0.55712783,9.9964695,11.999469,0.23636255,0.45635316,0.23685567,9.414281,12.098811,1.9451634,6.710216,6.6643133,1.9490808,3.1229682,0.020616034,4.455664,4.5185337,1.5090001,0.030518124,M5K,0.30518124
21,row_6333,seed-13_sample-2_seed-17_sample-0,0.8103193044662476,0.21889304,0.21909754,0.24529201,1.2294576,0.2561484,0.12492437,0.16998279,0.12507086,1.1522764,0.17260543,0.9607616,1.6013534,1.4887434,0.96302813,1.5033025,0.01615843,0.13497142,0.10127858,0.40156275,0.020876333,M5K,0.20876333
22,row_6333,seed-13_sample-2_seed-213_sample-2,0.6942294239997864,0.11707202,0.11710252,0.18516107,0.8271438,0.22852217,0.24340145,0.2954089,0.24368131,0.7780098,0.30960575,1.0160527,1.2417514,1.20038,1.0167058,1.1564331,0.020471612,0.15299688,0.1991073,0.19339108,0.024642924,M5K,0.24642924
23,row_6333,seed-13_sample-2_seed-42_sample-3,3.4311740398406982,0.47718114,0.47730103,0.5520667,8.55108,11.087357,0.16728663,0.36647838,0.16744468,8.893571,11.903548,2.240547,7.087315,7.0005097,2.245337,3.7421954,0.02544482,4.7810607,4.742352,1.6163824,0.02963497,M5K,0.2963497
24,row_6333,seed-13_sample-2_seed-177_sample-3,3.482646942138672,0.18699375,0.18706848,0.25214925,9.039307,11.007801,0.1217444,0.22596838,0.12180174,8.815443,11.00757,2.237374,7.490055,7.37141,2.2411506,3.6308277,0.025440656,3.2695653,3.386808,1.4126474,0.029166399,M5K,0.29166399
25,row_6333,seed-13_sample-2_seed-213_sample-4,0.841210663318634,0.14614779,0.14615948,0.17487271,1.6106894,0.17949983,0.19530141,0.20705242,0.19584203,1.1798927,0.23428263,0.9122792,1.7357996,1.7107474,0.91438085,1.6266992,0.018739372,0.16835202,0.117858455,0.428076,0.024141744,M5K,0.24141743999999998
26,row_6333,seed-13_sample-2_seed-133_sample-2,3.642701148986816,0.46283856,0.4629403,0.53621966,9.895806,11.074086,0.07337366,0.3153041,0.07349224,9.924518,11.556742,1.7070743,7.646402,7.4605665,1.7096283,3.2234383,0.022714265,4.1340218,4.1399293,1.0047741,0.02676053,M5K,0.2676053
27,row_6333,seed-13_sample-2_seed-1001_sample-1,4.227595329284668,0.40780777,0.4078394,0.50013536,9.026759,12.238012,0.22764532,0.45428792,0.22794461,9.264031,12.290666,2.2124846,6.979155,7.0250254,2.2190995,3.720943,0.034181237,4.420913,4.694178,1.7135035,0.035853844,M5K,0.35853844
28,row_6333,seed-13_sample-2_seed-177_sample-0,4.477475166320801,0.09378815,0.09395246,0.10730768,8.127195,10.892534,0.1972315,0.20268522,0.19733173,9.980103,11.97954,2.205687,8.632539,8.647575,2.212326,3.9401364,0.032946825,2.8878992,2.9226463,1.7594994,0.034856863,M5K,0.34856863000000005
29,row_6333,seed-13_sample-2_seed-1001_sample-3,2.765946865081787,0.14776044,0.14781907,0.17694327,4.2339034,5.6171207,0.30311513,0.33251858,0.3036008,5.4626727,7.3073792,1.2507575,5.9021206,5.9362106,1.2527317,2.3672328,0.028460277,1.6243317,1.7075853,0.90437436,0.030363685,M5K,0.30363685
30,row_6333,seed-13_sample-2_seed-315_sample-4,3.3148436546325684,0.6013973,0.60145503,0.69968903,8.152054,11.435266,0.2076345,0.38571453,0.20783459,8.391768,12.167723,2.371288,6.7924614,6.4853783,2.37557,4.0918365,0.02523364,4.379835,4.4510617,1.848593,0.028799096,M5K,0.28799096
31,row_6333,seed-13_sample-2_seed-13_sample-1,0.6107739806175232,0.13115157,0.13126081,0.1491225,1.3613608,0.22273414,0.16131899,0.16961466,0.16187723,1.2897941,0.27300906,0.77673095,1.0352848,1.0425401,0.77741367,1.0776864,0.017129326,0.13718799,0.19588141,0.38938844,0.021962767,M5K,0.21962767
32,row_6333,seed-13_sample-2_seed-1_sample-4,4.472209453582764,0.0839996,0.08405889,0.11353642,10.250949,11.849845,0.062095467,0.09389643,0.062341385,8.931299,11.741475,2.292905,8.356403,8.37459,2.296395,4.371897,0.02902434,1.7417876,1.7574449,1.5249507,0.033126716,M5K,0.33126716
33,row_6333,seed-13_sample-2_seed-213_sample-1,0.7013716697692871,0.087891184,0.08793822,0.12519503,1.6854962,0.26099846,0.12110229,0.15430897,0.12117135,1.3957738,0.2628197,0.8195019,1.3089931,1.2474428,0.8215338,1.416197,0.02551967,0.07126702,0.060200483,0.5367558,0.028747981,M5K,0.28747981
34,row_6333,seed-13_sample-2_seed-1_sample-1,3.714043617248535,0.16748205,0.16754958,0.21281588,9.980367,11.023491,0.18704581,0.24531567,0.18738854,9.884847,11.153055,1.8244015,7.7364798,7.6750875,1.8271914,2.9693396,0.027262248,3.2729309,3.3244858,0.9136441,0.03163112,M5K,0.3163112
35,row_6333,seed-13_sample-2_seed-315_sample-1,3.292187213897705,0.28369725,0.28382975,0.4035693,7.3340683,11.031837,0.32054415,0.40641662,0.3210586,7.2237773,11.238753,2.8973794,6.819264,6.595286,2.901779,4.3572216,0.02945379,3.5323522,3.6138606,2.0863879,0.031394582,M5K,0.31394582
36,row_6333,seed-13_sample-2_seed-1_sample-3,4.134164810180664,0.21361634,0.21367109,0.252559,8.14049,11.813321,0.15978856,0.20772228,0.16004176,7.1107373,11.59216,2.6700497,7.6529946,7.7133565,2.677713,5.4598823,0.027159052,1.8909708,1.8580954,1.9279718,0.031646635,M5K,0.31646635
37,row_6333,seed-13_sample-2_seed-1001_sample-0,3.273186206817627,0.09849485,0.09861861,0.14280266,5.0304017,6.2496448,0.19458231,0.22899576,0.19514702,6.236207,7.655126,0.92792773,6.816791,6.9316916,0.9293842,1.6461107,0.027215566,1.6232424,1.717133,0.65248775,0.02936676,M5K,0.2936676
38,row_6333,seed-13_sample-2_seed-133_sample-0,3.5790164470672607,0.7045779,0.70463043,0.8049682,10.069128,11.280836,0.10292778,0.42805496,0.10304374,10.488378,12.003856,1.8011465,7.352996,7.1750946,1.80503,3.3700073,0.026064036,4.0647783,4.4088798,1.0696833,0.028471522,M5K,0.28471522
39,row_6333,seed-13_sample-2_seed-17_sample-4,0.5301376581192017,0.28617984,0.28634936,0.3310368,1.1951745,0.36151782,0.16575904,0.23277344,0.16630447,1.0522416,0.29591036,0.6067344,1.0390986,0.8739476,0.60747623,0.9363342,0.019427896,0.22404344,0.10921908,0.329712,0.022922138,M5K,0.22922138000000003
40,row_6333,seed-13_sample-2_seed-1_sample-2,4.070000171661377,0.15666154,0.15670185,0.18308258,9.891783,11.474305,0.20263201,0.2292236,0.2028116,9.634524,11.429324,2.497243,8.33704,8.368089,2.5014765,3.9163241,0.027720923,3.2061188,3.2250955,1.8031394,0.030013956,M5K,0.30013956
41,row_6333,seed-13_sample-2_seed-42_sample-0,3.3048598766326904,0.39329332,0.39336103,0.4994406,8.798277,11.247772,0.27584982,0.4834789,0.27620026,9.357086,12.280864,2.5881026,6.9131126,6.763455,2.596628,4.1485934,0.024574129,4.7026114,4.868681,1.5905547,0.02758072,M5K,0.2758072
42,row_6333,seed-13_sample-2_seed-42_sample-4,3.3974549770355225,0.2257395,0.22594522,0.27983716,8.831949,11.094827,0.10687671,0.22485065,0.10719794,8.511716,11.017128,2.1947331,7.2990394,7.1952157,2.1982572,3.7681067,0.03019107,3.2762752,3.3950117,1.5178094,0.031230533,M5K,0.31230533
43,row_6333,seed-13_sample-2_seed-177_sample-1,3.49953293800354,0.40464428,0.40475634,0.4680782,8.226191,10.984462,0.09978872,0.26012775,0.09983738,8.252956,11.387078,2.3291705,7.041528,6.9374933,2.3331273,3.5452082,0.025101013,4.1124735,4.0176525,1.7325011,0.027879285,M5K,0.27879285
44,row_6333,seed-13_sample-2_seed-17_sample-2,0.4900642335414886,0.25709304,0.2572495,0.3142928,0.8415801,0.30837086,0.17290746,0.30473152,0.1730395,0.93088734,0.22201459,0.616995,0.91873425,0.7852395,0.6176482,0.8499059,0.01735365,0.2034642,0.123618126,0.20566055,0.021909902,M5K,0.21909901999999998
45,row_6333,seed-13_sample-2_seed-13_sample-0,0.6091310977935791,0.34537733,0.34551978,0.39856723,1.3251963,0.43950143,0.13315155,0.28437823,0.13378699,1.3949319,0.18410291,0.6764464,1.1947358,1.029275,0.67724234,1.006982,0.016511962,0.28620502,0.101880975,0.38424486,0.021951836,M5K,0.21951836
46,row_6333,seed-13_sample-2_seed-13_sample-3,0.9000124335289001,0.24882393,0.24897271,0.2859149,2.2981956,0.33089173,0.064545654,0.18296476,0.06469887,2.2855487,0.18365403,1.0157201,1.7434522,1.5774033,1.0170482,1.5349777,0.017332265,0.22342797,0.040012687,0.66479015,0.022599977,M5K,0.22599977
47,row_6333,seed-13_sample-2_seed-1001_sample-2,2.854116201400757,0.16412178,0.16423567,0.17553407,7.0294576,6.980116,0.12487393,0.14460646,0.1251672,4.702201,4.7638254,0.60565525,5.405265,5.4392242,0.60611874,0.852229,0.023383183,2.2644577,2.2191467,0.19937448,0.027649622,M5K,0.27649621999999996
48,row_6333,seed-13_sample-2_seed-133_sample-1,3.1421356201171875,0.7457466,0.74582154,0.8733862,7.274742,11.232822,0.14896844,0.5491761,0.1492262,7.3685236,12.194023,2.6045327,6.581132,6.357174,2.6097097,4.471534,0.022195173,4.6034093,5.0238066,2.0268657,0.02607714,M5K,0.2607714
49,row_6333,seed-315_sample-3_seed-42_sample-2,2.848567247390747,0.25410506,0.2541177,0.30053362,5.333859,5.443993,0.16890767,0.2620475,0.16904622,4.7366624,4.9051943,1.0774047,6.088325,6.1055827,1.0797619,1.7564976,0.00452228,3.641844,3.6269534,0.42364872,0.0051134527,M5K,0.051134527
50,row_6333,seed-315_sample-3_seed-315_sample-2,0.5188356637954712,0.1725112,0.17255363,0.19403654,0.68285495,0.28914204,0.18806618,0.20801528,0.18830784,0.7886616,0.38890848,0.6489957,0.92052346,0.9004729,0.649663,0.8453081,0.0072057107,0.084216446,0.19905585,0.2563273,0.008356995,M5K,0.08356995
51,row_6333,seed-315_sample-3_seed-21_sample-4,3.2861924171447754,0.55369484,0.5537293,0.65575165,6.2034645,6.0546618,0.3144696,0.47645694,0.3152416,5.3290863,5.5042043,1.6220344,6.4052143,6.2742205,1.6251975,2.3925674,0.0029834476,4.77651,4.46142,0.68704545,0.0052974564,M5K,0.052974564
52,row_6333,seed-315_sample-3_seed-177_sample-4,2.9427273273468018,0.4736485,0.47368234,0.5417148,5.4509254,5.974179,0.19069026,0.32057878,0.19097647,4.685821,5.2761817,1.324138,6.1297464,6.0830774,1.326328,1.8284312,0.008131508,3.7769182,3.477633,0.4484919,0.012532481,M5K,0.12532481
53,row_6333,seed-315_sample-3_seed-13_sample-4,4.923471927642822,0.4671849,0.4672122,0.5512178,11.510369,11.876971,0.20268252,0.35791382,0.20293447,10.976735,11.790288,1.989021,9.170667,9.114801,1.9904523,2.429935,0.013523813,1.716001,1.8045592,0.7087332,0.014173968,M5K,0.14173968
54,row_6333,seed-315_sample-3_seed-21_sample-2,2.87979507446289,0.3908184,0.39082834,0.49673137,5.16102,5.6990957,0.47905672,0.545812,0.48009214,4.62342,5.191096,1.6282239,5.987668,5.899545,1.6314274,2.3995059,0.0046265204,3.7371786,3.5193722,0.70534647,0.0069616763,M5K,0.069616763
55,row_6333,seed-315_sample-3_seed-133_sample-4,2.840355396270752,0.32393512,0.32399696,0.3565585,5.0354176,5.753657,0.23731689,0.26791087,0.23777862,4.578011,5.2169037,1.2416545,6.2346797,6.2256274,1.2447088,2.179459,0.004403564,3.5256326,3.2845945,0.56882846,0.006005406,M5K,0.06005405999999999
56,row_6333,seed-315_sample-3_seed-1_sample-0,3.2956786155700684,0.4190643,0.4191241,0.5171084,6.795132,5.914032,0.3757993,0.47609028,0.3766798,6.05418,5.4098682,1.4154239,6.2089424,6.1199107,1.4161696,2.0330791,0.0025214734,3.5624933,3.367674,0.6135557,0.0038515166,M5K,0.038515165999999997
57,row_6333,seed-315_sample-3_seed-133_sample-3,3.3027286529541016,0.6252532,0.6252969,0.68012804,6.5283437,5.77281,0.321665,0.38768354,0.3223915,5.685534,5.230051,1.6423941,6.1032844,6.130731,1.6441717,2.1970532,0.006253051,4.214872,4.1225314,0.7640627,0.007074496,M5K,0.07074496000000001
58,row_6333,seed-315_sample-3_seed-42_sample-1,3.169940710067749,0.45127293,0.4513064,0.529086,6.4269185,5.9654684,0.24761654,0.37198523,0.24790622,5.6257396,5.444347,1.4551983,6.0723057,6.0178604,1.4561661,1.8544928,0.0032552083,4.2323914,4.084355,0.5830602,0.005503699,M5K,0.05503699
59,row_6333,seed-315_sample-3_seed-213_sample-3,4.747404098510742,0.36600164,0.3660434,0.4198351,11.420743,11.906894,0.23070718,0.3361349,0.23099817,10.816705,11.779253,2.2165403,8.806558,8.836101,2.217962,2.6344278,0.013389951,1.6800398,1.7893208,0.8153152,0.013970121,M5K,0.13970121
60,row_6333,seed-315_sample-3_seed-177_sample-2,0.5896688103675842,0.34395546,0.34396404,0.3846476,0.8538186,0.97457665,0.20277576,0.27582166,0.20311505,0.9389564,1.0732076,0.61201406,1.0586008,1.1396446,0.6127939,0.7291444,0.004463317,0.5743122,0.7511964,0.11469094,0.0074244216,M5K,0.074244216
61,row_6333,seed-315_sample-3_seed-213_sample-0,4.934062004089356,0.33765513,0.3377064,0.37300536,11.471051,11.831966,0.15494922,0.23220009,0.15513,10.958781,11.690712,1.9028659,9.168392,9.137091,1.9038968,2.2313519,0.0114257345,1.6990398,1.762092,0.5797704,0.011903764,M5K,0.11903764
62,row_6333,seed-315_sample-3_seed-315_sample-0,3.294816017150879,0.59740627,0.59743935,0.68726,5.8674,6.135883,0.36874402,0.46076748,0.3693324,5.12125,5.598914,1.6861684,6.460563,6.4510565,1.6899228,2.4614215,0.004181391,4.4631853,4.259353,0.6827812,0.005444377,M5K,0.05444377
63,row_6333,seed-315_sample-3_seed-21_sample-1,3.4167208671569824,0.4870475,0.48708028,0.5685448,6.403996,6.4844117,0.25503066,0.41190752,0.2553701,5.601656,5.989653,1.5997244,6.6300216,6.573529,1.6023949,2.175693,0.006159143,4.051148,3.8964128,0.69436514,0.007997904,M5K,0.07997904
64,row_6333,seed-315_sample-3_seed-17_sample-1,4.740922927856445,0.4724783,0.4726907,0.6185479,11.440997,11.986895,0.27130142,0.5809861,0.27159804,10.608797,11.801204,2.1791523,8.694904,8.895882,2.1813662,2.911561,0.012824033,1.6745992,1.8332995,1.0224969,0.013145269,M5K,0.13145268999999998
65,row_6333,seed-315_sample-3_seed-17_sample-3,4.780054569244385,0.30449042,0.30455384,0.37737814,11.452874,11.854488,0.35636228,0.4731564,0.3569952,10.802197,11.687398,2.2113724,8.666964,8.77126,2.2132263,2.7011735,0.011453523,1.7100806,1.777898,0.99574023,0.011815629,M5K,0.11815629
66,row_6333,seed-315_sample-3_seed-21_sample-3,2.423529148101806,0.30099887,0.30100358,0.3382323,4.375962,6.033593,0.25068265,0.30531716,0.25114915,3.7235167,5.4686832,1.4309373,5.311132,5.2548857,1.4336034,2.2527597,0.008643176,3.316168,3.0835254,0.7249997,0.009894876,M5K,0.09894876
67,row_6333,seed-315_sample-3_seed-21_sample-0,2.985216856002808,0.43513063,0.43521363,0.4770252,5.0163336,5.4974227,0.2257485,0.26949707,0.22588915,4.374168,4.8859873,1.8594172,6.198841,6.220055,1.8637913,2.8343499,0.0050847977,4.290324,4.072152,0.7452771,0.01190485,M5K,0.1190485
68,row_6333,seed-315_sample-3_seed-1001_sample-4,2.1224730014801025,0.4540546,0.45410845,0.5588675,5.238131,6.5630574,0.43039486,0.59726393,0.43142253,4.7263308,5.7583165,1.4233699,4.568827,4.7396235,1.4248241,1.7413539,0.010864791,4.3851166,4.7170706,0.44129443,0.02017496,M5K,0.20174959999999997
69,row_6333,seed-315_sample-3_seed-17_sample-0,4.916896343231201,0.47691303,0.47697303,0.54585665,11.086877,11.872423,0.24914484,0.35777894,0.2494964,10.359974,11.766498,2.5426736,8.761907,8.751566,2.547587,3.522413,0.015857242,1.7109447,1.7777714,1.4235438,0.016256554,M5K,0.16256554
70,row_6333,seed-315_sample-3_seed-213_sample-2,4.575102806091309,0.3404116,0.34046382,0.3873581,11.132798,11.816555,0.40084806,0.46296212,0.4015681,10.313333,11.666424,2.4058042,8.422465,8.496009,2.4080875,3.065821,0.010976377,1.7150948,1.7577451,1.1329077,0.011683551,M5K,0.11683551
71,row_6333,seed-315_sample-3_seed-42_sample-3,3.2115471363067627,0.66257256,0.66268444,0.77792186,6.0242004,6.447277,0.3168249,0.53703046,0.31716943,5.1273317,5.8255534,1.624151,6.378923,6.2260447,1.6277751,2.358925,0.0040787645,4.9919477,4.685232,0.6318504,0.004966296,M5K,0.049662960000000006
72,row_6333,seed-315_sample-3_seed-177_sample-3,2.897711038589477,0.37302738,0.37304327,0.4278427,5.0712943,5.7425265,0.2644781,0.34718972,0.2650888,4.7611847,5.262768,1.2646297,6.377454,6.35564,1.268134,2.15477,0.0037399498,3.2660437,3.087374,0.5445382,0.0042902743,M5K,0.042902743
73,row_6333,seed-315_sample-3_seed-213_sample-4,4.432712554931641,0.32301727,0.32305437,0.38353947,11.144308,11.85821,0.1492167,0.24638405,0.1493373,10.298789,11.698861,2.320874,8.377905,8.381386,2.3227513,3.252058,0.0121013215,1.6964515,1.7699232,1.0717378,0.012749449,M5K,0.12749449
74,row_6333,seed-315_sample-3_seed-133_sample-2,2.8277523517608643,0.63001084,0.63008577,0.73214674,4.7023296,6.2468667,0.24782637,0.45129,0.24826816,4.337795,5.6743536,1.8270459,6.0420547,6.053387,1.8314246,3.0888977,0.005722134,4.2604556,3.962752,0.91225743,0.0070616663,M5K,0.070616663
75,row_6333,seed-315_sample-3_seed-1001_sample-1,2.4775002002716064,0.53061837,0.53063977,0.6063049,6.667593,6.0660586,0.4356781,0.6095533,0.43650478,6.2825727,5.268292,1.6348392,4.995383,5.235932,1.6362529,2.1130571,0.010687796,4.3051867,4.872862,0.5424355,0.011643903,M5K,0.11643903
76,row_6333,seed-315_sample-3_seed-177_sample-0,2.2011048793792725,0.26709723,0.26711884,0.31029212,7.7926087,6.935489,0.24460213,0.29974192,0.24500898,7.499855,6.2103505,1.5845778,3.7929573,3.7435136,1.5862999,2.2852085,0.0074657192,2.7215614,2.462713,0.63625264,0.008727961,M5K,0.08727961
77,row_6333,seed-315_sample-3_seed-1001_sample-3,3.387378215789795,0.2180621,0.21809343,0.24209279,10.509505,10.980674,0.18938069,0.20608775,0.18959269,10.154728,11.109075,1.8592057,6.427076,6.440787,1.862128,2.378681,0.013178569,1.6055409,1.5368083,0.6756707,0.017608862,M5K,0.17608862
78,row_6333,seed-315_sample-3_seed-315_sample-4,3.3149585723876958,0.5341308,0.5342047,0.6256607,6.2927413,5.6844482,0.40005353,0.46572992,0.40074357,5.420429,5.1337843,1.6398802,6.303909,6.250101,1.6423246,2.3330228,0.0033036757,4.635592,4.309272,0.7312336,0.005246229,M5K,0.052462289999999995
79,row_6333,seed-315_sample-3_seed-13_sample-1,4.698256492614746,0.33709317,0.33713025,0.3905776,11.2380295,11.869255,0.1777984,0.25852266,0.17790698,10.497812,11.776025,2.2081444,8.773975,8.771724,2.210571,2.8904674,0.012322587,1.7237097,1.8124511,1.0038177,0.012886711,M5K,0.12886711
80,row_6333,seed-315_sample-3_seed-1_sample-4,1.3710505962371826,0.27009377,0.2701057,0.3035802,2.4900408,0.5587223,0.2505821,0.291587,0.25095165,2.89198,0.5631773,1.0186641,3.029153,3.0505006,1.0200204,2.4387038,0.0051777256,0.5314283,0.5851091,0.29104578,0.020141054,M5K,0.20141053999999997
81,row_6333,seed-315_sample-3_seed-213_sample-1,4.636123180389404,0.32750165,0.32755458,0.37065384,11.260157,11.848241,0.3336941,0.3981446,0.33428428,10.552143,11.724776,2.12421,8.723676,8.739061,2.1255162,2.83713,0.010903733,1.7228726,1.7793837,0.8608405,0.011743398,M5K,0.11743398000000001
82,row_6333,seed-315_sample-3_seed-1_sample-1,2.598280429840088,0.41177517,0.41178468,0.47648582,4.2899,5.5865507,0.15481193,0.28055435,0.15505603,4.0570855,4.9144187,1.4703577,5.9228296,5.9697957,1.4746313,2.60193,0.0042691655,3.2940106,3.0996938,0.86922693,0.020024102,M5K,0.20024102
83,row_6333,seed-315_sample-3_seed-315_sample-1,3.326570510864258,0.34462562,0.34466574,0.44931033,6.953822,5.8999906,0.5556128,0.6225515,0.5567614,6.4381466,5.353013,1.6083937,6.3891764,6.2654753,1.609181,2.1127431,0.0046265204,3.6400826,3.3442225,0.59410524,0.0055613196,M5K,0.055613196
