seed,sample,ranking_score
1,0,0.807011697834201
1,1,0.8158027978109234
1,2,0.806433960988765
1,3,0.8161934213230386
1,4,0.8070408947212082
13,0,0.7981794079811289
13,1,0.8116330943954155
13,2,0.8024105786000345
13,3,0.8047801923911627
13,4,0.8084850758908396
17,0,0.7957777247695456
17,1,0.8009944285523558
17,2,0.8045102173440527
17,3,0.7936064437494154
17,4,0.7987266287966508
21,0,0.8224072670906958
21,1,0.8313131124782912
21,2,0.8190626656106165
21,3,0.8012831521628461
21,4,0.8240230369069584
42,0,0.8075089592620834
42,1,0.8122638847057956
42,2,0.8141667591216718
42,3,0.8113901635509558
42,4,0.815577752873173
133,0,0.8046950127542357
133,1,0.7921615475001013
133,2,0.807724018690161
133,3,0.8043244920828756
133,4,0.7961505877791036
177,0,0.812096614078083
177,1,0.7992670934853255
177,2,0.8101029444591588
177,3,0.8087067026022302
177,4,0.8110795199496067
213,0,0.8134241862416183
213,1,0.8135354958383737
213,2,0.8202130469886943
213,3,0.8109405701859772
213,4,0.8192665968691841
315,0,0.8177073375778167
315,1,0.813979993835913
315,2,0.8216858574797941
315,3,0.8196887562526006
315,4,0.8085003902211156
1001,0,0.8107153009142756
1001,1,0.8172429146490219
1001,2,0.818375958944971
1001,3,0.8147567002433213
1001,4,0.8098237503434641
