seed,sample,ranking_score
1,0,0.6933355674632984
1,1,0.6936212159418106
1,2,0.6929555583130317
1,3,0.6943593549119215
1,4,0.6857172935719515
2,0,0.7165019312278404
2,1,0.7188571688733482
2,2,0.7268241037114379
2,3,0.7123783872784764
2,4,0.713578271043496
5,0,0.7057623003131589
5,1,0.691732161542442
5,2,0.6984724111524058
5,3,0.7053337029998483
5,4,0.7113244607691398
10,0,0.7251102841885209
10,1,0.7256902051275776
10,2,0.7263743384495117
10,3,0.7197482085872389
10,4,0.7292651227603071
